Question,Answers,Comment,Instructions,Render as
二,"に,two",二,,
動,"どう,move",動,,
険,"けん,steep",険,,
文,"ぶん,writing",文,,
曜,"よう,day of the week",曜,,
書,"しょ,write",書,,
人,"じん,person",人,,
工,"こう,craft",工,,
毎,"まい,every",毎,,
界,"かい,world",界,,
図,"ず,diagram",図,,
画,"が,brush-stroke",画,,
急,"きゅう,hurry",急,,
聞,"ぶん,hear",聞,,
活,"かつ,active",活,,
真,"しん,true",真,,
片,"へん,one-sided",片,,
鳥,"ちょう,bird",鳥,,
中,"ちゅう,middle",中,,
月,"げつ,month",月,,
付,"ふ,attach",付,,
障,"しょう,hurt",障,,
服,"ふく,clothes",服,,
普,"ふ,universal",普,,
歴,"れき,curriculum",歴,,
豚,"とん,pork",豚,,
病,"びょう,sick",病,,
小,"しょう,small",小,,
題,"だい,topic",題,,
自,"じ,oneself",自,,
注,"ちゅう,pour",注,,
方,"ほう,direction",方,,
記,"き,write down",記,,
夕,"ゆう,evening",夕,,
化,"か,change",化,,
社,"しゃ,company",社,,
休,"きゅう,rest",休,,
新,"しん,new",新,,
代,"だい,substitute",代,,
色,"しき,color",色,,
見,"けん,see",見,,
校,"こう,school",校,,
明,"めい,bright",明,,
究,"きゅう,research",究,,
旅,"りょ,trip",旅,,
指,"し,finger",指,,
勉,"べん,exertion",勉,,
字,"じ,letter",字,,
弟,"てい,younger brother",弟,,
家,"か,house",家,,
二動険文,にどうけんぶん,二動険文,,
曜書人工,ようしょじんこう,曜書人工,,
毎界図画,まいかいずが,毎界図画,,
急聞活真,きゅうぶんかつしん,急聞活真,,
片鳥中月,へんちょうちゅうげつ,片鳥中月,,
付障服普,ふしょうふくふ,付障服普,,
歴豚病小,れきとんびょうしょう,歴豚病小,,
題自注方,だいじちゅうほう,題自注方,,
記夕化社,きゆうかしゃ,記夕化社,,
休新代色,きゅうしんだいしき,休新代色,,
見校明究,けんこうめいきゅう,見校明究,,
旅指勉字,りょしべんじ,旅指勉字,,
弟家,ていか,弟家,,
茶,"ちゃ,tea",茶,,
気,"き,feeling",気,,
時,"じ,time",時,,
日,"にち,day",日,,
会,"かい,association",会,,
場,"じょう,place",場,,
女,"じょ,woman",女,,
趣,"しゅ,essence",趣,,
週,"しゅう,week",週,,
生,"せい,life",生,,
郵,"ゆう,mail",郵,,
研,"けん,sharpen",研,,
映,"えい,reflect",映,,
階,"かい,floor",階,,
写,"しゃ,copy",写,,
交,"こう,mix",交,,
手,"しゅ,hand",手,,
番,"ばん,one's turn",番,,
組,"そ,association",組,,
部,"ぶ,part",部,,
外,"がい,outside",外,,
先,"せん,previous",先,,
味,"み,flavor",味,,
息,"そく,breath",息,,
発,"はつ,departure",発,,
昼,"ちゅう,daytime",昼,,
彼,"かれ,he",彼,,
室,"しつ,room",室,,
用,"よう,use",用,,
物,"ぶつ,thing",物,,
料,"りょう,fee",料,,
質,"しつ,quality",質,,
将,"しょう,leader",将,,
入,"にゅう,enter",入,,
西,"せい,west",西,,
着,"ちゃく,wear",着,,
十,"じゅう,ten",十,,
下,"か,below",下,,
合,"ごう,fit",合,,
牛,"ぎゅう,cow",牛,,
危,"き,dangerous",危,,
朝,"ちょう,morning",朝,,
特,"とく,special",特,,
去,"きょ,leave",去,,
風,"ふう,wind",風,,
約,"やく,promise",約,,
伝,"でん,transmit",伝,,
野,"や,field",野,,
全,"ぜん,whole",全,,
心,"しん,heart",心,,
茶気時日,ちゃきじにち,茶気時日,,
会場女趣,かいじょうじょしゅ,会場女趣,,
週生郵研,しゅうせいゆうけん,週生郵研,,
映階写交,えいかいしゃこう,映階写交,,
手番組部,しゅばんそぶ,手番組部,,
外先味息,がいせんみそく,外先味息,,
発昼彼室,はつちゅうかれしつ,発昼彼室,,
用物料質,ようぶつりょうしつ,用物料質,,
将入西着,しょうにゅうせいちゃく,将入西着,,
十下合牛,じゅうかごうぎゅう,十下合牛,,
危朝特去,きちょうとくきょ,危朝特去,,
風約伝野,ふうやくでんや,風約伝野,,
全心,ぜんしん,全心,,
験,"けん,test",験,,
仕,"し,do",仕,,
度,"ど,degrees",度,,
食,"しょく,eat",食,,
事,"じ,thing",事,,
布,"ふ,linen",布,,
意,"い,idea",意,,
切,"せつ,cut",切,,
別,"べつ,separate",別,,
課,"か,section",課,,
台,"だい,pedestal",台,,
計,"けい,measure",計,,
絡,"らく,entwine",絡,,
